"player","g","pa","ab","r","h","x2b","x3b","hr","tb","rbi","sb","cs","sh","sf","bb","ibb","hp","so","gdp","avg","slg","obp","team","year"
"Takeda, Kengo",84,64,55,9,10,2,0,0,12,2,1,0,3,1,5,0,0,13,2,0.182,0.218,0.246,"d",2020
"Takino, Kaname",10,8,7,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0.286,0.286,0.375,"d",2020
"Tanimoto, Keisuke",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2020
"Umetsu, Kodai",7,15,12,2,4,1,0,0,5,0,0,0,1,0,2,0,0,4,0,0.333,0.417,0.429,"d",2020
"Viciedo, Dayan",109,462,409,48,109,23,0,17,183,82,3,2,0,10,34,3,9,48,17,0.267,0.447,0.329,"d",2020
"Watanabe, Masaru",19,16,15,6,3,0,0,0,3,0,0,0,0,0,1,0,0,6,0,0.2,0.2,0.25,"d",2020
"Yamai, Daisuke",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2020
"Yamamoto, Takumi",9,7,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0.167,0.167,0.167,"d",2020
"Yanagi, Yuya",15,32,28,0,2,1,0,0,3,1,0,0,3,0,1,0,0,13,0,0.071,0.107,0.103,"d",2020
"Yoshimi, Kazuki",5,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,"d",2020
"Abe, Toshiki",66,240,215,18,45,10,0,5,70,16,0,1,4,2,19,0,0,36,8,0.209,0.326,0.271,"d",2021
"Donoue, Naomichi",49,173,163,13,40,8,0,4,60,17,1,0,3,1,6,0,0,31,10,0.245,0.368,0.271,"d",2021
"Fujishima, Kento",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Fuku, Hiroto",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Fukuda, Nobumasa",85,233,213,15,48,18,1,5,83,21,1,1,0,1,17,0,2,40,6,0.225,0.39,0.288,"d",2021
"Fukudome, Kosuke",72,174,153,12,34,11,0,2,51,11,0,0,0,0,21,1,0,41,4,0.222,0.333,0.316,"d",2021
"Fukutani, Koji",18,27,23,0,3,0,0,0,3,2,0,0,4,0,0,0,0,10,0,0.13,0.13,0.13,"d",2021
"Gerber, Mike",12,46,45,3,7,1,0,0,8,1,0,0,0,0,1,0,0,18,0,0.156,0.178,0.174,"d",2021
"Gunji, Yuya",9,15,13,0,6,1,0,0,7,3,0,0,0,0,2,0,0,3,0,0.462,0.538,0.533,"d",2021
"Hashimoto, Yuki",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Hirata, Ryosuke",21,62,58,3,9,2,2,0,15,4,1,0,0,0,3,0,1,13,1,0.155,0.259,0.21,"d",2021
"Iryo, Masataka",38,68,64,6,14,3,1,1,22,2,0,0,0,0,4,0,0,19,2,0.219,0.344,0.265,"d",2021
"Ishibashi, Kota",11,16,14,0,2,0,0,0,2,0,0,0,1,0,1,0,0,3,1,0.143,0.143,0.2,"d",2021
"Itoh, Kosuke",7,11,9,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,"d",2021
"Katoh, Shohei",33,98,85,7,18,1,0,1,22,1,6,1,5,0,8,0,0,15,0,0.212,0.259,0.28,"d",2021
"Katsuno, Akiyoshi",15,21,19,0,1,0,0,0,1,0,0,0,2,0,0,0,0,12,1,0.053,0.053,0.053,"d",2021
"Katsura, Iori",22,44,42,5,13,4,1,1,22,5,0,0,1,0,1,0,0,15,1,0.31,0.524,0.326,"d",2021
"Kinoshita, Takuya",94,309,277,26,75,14,0,8,113,30,1,1,3,1,27,2,1,45,8,0.271,0.408,0.337,"d",2021
"Kondo, Ren",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Kyoda, Yota",80,314,286,26,71,4,3,1,84,16,6,5,5,3,15,0,5,54,3,0.248,0.294,0.294,"d",2021
"Martinez, Ariel",24,54,47,5,12,0,0,1,15,4,0,1,0,0,6,1,1,21,0,0.255,0.319,0.352,"d",2021
"Martinez, Raidel",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Matayoshi, Katsuki",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Matsuba, Takahiro",9,17,16,1,2,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0.125,0.125,0.125,"d",2021
"Mitsuma, Takuya",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Mitsumata, Taiki",43,107,93,5,23,5,1,1,33,11,0,0,10,0,3,0,1,21,0,0.247,0.355,0.278,"d",2021
"Mizowaki, Hayato",22,47,41,2,11,0,1,0,13,2,1,0,3,0,3,1,0,10,0,0.268,0.317,0.318,"d",2021
"Neo, Akira",67,172,154,11,26,4,1,1,35,13,0,3,1,1,14,0,2,50,2,0.169,0.227,0.246,"d",2021
"Ogasawara, Shinnosuke",19,36,32,0,4,0,0,0,4,2,0,0,3,0,1,0,0,20,0,0.125,0.125,0.152,"d",2021
"Ohno, Shota",7,14,13,1,2,0,0,0,2,0,0,0,0,0,1,0,0,5,1,0.154,0.154,0.214,"d",2021
"Ohno, Yudai",17,32,27,0,1,0,0,0,1,0,0,0,3,0,2,0,0,18,0,0.037,0.037,0.103,"d",2021
"Ohshima, Yohei",106,453,414,45,124,17,5,1,154,25,16,4,1,2,34,3,2,42,3,0.3,0.372,0.354,"d",2021
"Okabayashi, Yuki",5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"d",2021
"Okada, Toshiya",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Okano, Yuichiro",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"d",2021
"Rodriguez, Yariel",6,7,5,0,1,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0.2,0.2,0.2,"d",2021
"Rosario, Randy",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Satoh, Yu",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Sobue, Daisuke",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Suzuki, Hiroshi",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Tajima, Shinji",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Takahashi, Shuhei",103,396,362,32,92,19,0,5,126,34,1,0,0,3,31,2,0,59,17,0.254,0.348,0.311,"d",2021
"Takamatsu, Wataru",56,75,68,13,16,0,0,0,16,2,13,7,4,0,2,0,1,21,0,0.235,0.235,0.268,"d",2021
"Takeda, Kengo",77,33,30,8,5,2,0,1,10,1,0,0,2,0,1,0,0,12,1,0.167,0.333,0.194,"d",2021
"Takino, Kaname",38,30,29,6,3,0,1,0,5,0,3,0,0,0,1,0,0,4,0,0.103,0.172,0.133,"d",2021
"Tanimoto, Keisuke",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Tsuchida, Ryuku",5,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,"d",2021
"Umetsu, Kodai",3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"d",2021
"Viciedo, Dayan",99,401,363,41,106,17,1,16,173,61,1,2,0,3,28,8,7,47,11,0.292,0.477,0.352,"d",2021
"Watanabe, Masaru",20,62,54,4,13,1,0,1,17,5,3,2,5,0,3,0,0,13,0,0.241,0.315,0.281,"d",2021
"Yamamoto, Takumi",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d",2021
"Yamashita, Ayatsugu",5,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.1,0.1,0.1,"d",2021
"Yanagi, Yuya",20,44,35,2,3,0,0,0,3,2,0,0,8,0,1,0,0,15,0,0.086,0.086,0.111,"d",2021
"Akiyama, Takumi",2,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.333,0.333,0.333,"t",2012
"Ando, Yuya",13,21,21,1,2,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0.095,0.095,0.095,"t",2012
"Arai, Ryota",110,370,322,38,90,18,0,11,141,32,1,0,3,1,38,0,6,73,7,0.28,0.438,0.365,"t",2012
"Arai, Takahiro",122,493,460,46,115,25,0,9,167,52,1,3,0,2,30,2,1,85,12,0.25,0.363,0.296,"t",2012
"Asai, Ryo",62,86,76,6,16,3,0,0,19,9,0,0,5,2,3,0,0,15,2,0.211,0.25,0.235,"t",2012
"Brazell, Craig",98,295,275,21,64,11,0,12,111,43,0,0,0,0,18,0,2,72,16,0.233,0.404,0.285,"t",2012
"Cheng, Kai-Wen",10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"t",2012
"Enokida, Daiki",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Fujihara, Masanori",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Fujii, Akihito",81,228,210,9,52,5,0,1,60,10,0,1,7,0,9,2,2,39,3,0.248,0.286,0.285,"t",2012
"Fujikawa, Kyuji",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Fujikawa, Shunsuke",82,74,65,10,12,0,0,0,12,4,1,1,6,1,2,0,0,14,1,0.185,0.185,0.206,"t",2012
"Fukuhara, Shinobu",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Futagami, Kazuhito",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Hirano, Keiichi",134,519,458,43,112,5,2,1,124,24,6,2,15,0,42,2,4,61,4,0.245,0.271,0.313,"t",2012
"Hiyama, Shinjiro",67,69,58,0,13,1,0,0,14,6,0,0,0,1,8,2,2,13,3,0.224,0.241,0.333,"t",2012
"Imanari, Ryota",60,103,96,4,28,3,0,0,31,4,0,0,1,0,6,1,0,19,4,0.292,0.323,0.333,"t",2012
"Ito, Hayata",22,56,54,2,8,1,0,1,12,5,0,1,0,0,2,0,0,18,0,0.148,0.222,0.179,"t",2012
"Ito, Kazuo",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Iwamoto, Akira",3,8,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0.125,"t",2012
"Iwata, Minoru",25,46,39,0,6,1,0,0,7,0,0,0,5,0,2,0,0,14,0,0.154,0.179,0.195,"t",2012
"Jojima, Kenji",24,42,39,4,7,1,0,0,8,5,0,0,0,1,2,2,0,4,4,0.179,0.205,0.214,"t",2012
"Kanemoto, Tomoaki",126,406,356,24,92,16,1,6,128,30,3,3,0,1,49,0,0,54,2,0.258,0.36,0.347,"t",2012
"Kano, Keisuke",7,15,15,2,5,2,0,1,10,1,0,0,0,0,0,0,0,3,0,0.333,0.667,0.333,"t",2012
"Kato, Kosuke",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Kojima, Tatsuya",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Komiyama, Shinji",72,171,149,6,22,1,0,1,26,4,0,0,9,0,11,2,2,32,4,0.148,0.174,0.216,"t",2012
"Kubo, Yasutomo",18,37,31,0,3,0,0,0,3,1,0,0,5,0,1,0,0,15,0,0.097,0.097,0.125,"t",2012
"Kubota, Tomoyuki",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Kurose, Haruki",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Lin, Wei-Chu",6,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.143,0.143,0.143,"t",2012
"Maeda, Yamato",128,349,311,29,80,13,3,0,99,26,17,8,19,0,15,0,4,46,3,0.257,0.318,0.3,"t",2012
"Messenger, Randy",30,65,59,1,5,2,0,0,7,5,0,0,2,1,3,0,0,37,0,0.085,0.119,0.127,"t",2012
"Morita, Issei",11,30,24,3,5,1,1,0,8,4,0,0,0,1,5,0,0,4,0,0.208,0.333,0.333,"t",2012
"Murton, Matt",121,473,453,39,118,18,2,5,155,38,2,4,0,1,18,0,1,56,14,0.26,0.342,0.29,"t",2012
"Nakatani, Masahiro",6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"t",2012
"Nohara, Masashi",5,14,14,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0.214,0.214,0.214,"t",2012
"Nohara, Yuya",3,8,7,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0.143,0.143,0.25,"t",2012
"Nomi, Atsushi",29,57,49,2,3,1,0,0,4,2,0,0,8,0,0,0,0,23,0,0.061,0.082,0.061,"t",2012
"Okazaki, Taichi",19,13,10,2,1,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0.1,0.1,0.182,"t",2012
"Saiuchi, Hiroaki",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Saka, Katsuhiko",18,38,35,2,8,2,0,0,10,6,0,1,1,0,2,0,0,8,2,0.229,0.286,0.27,"t",2012
"Sekimoto, Kentaro",91,124,99,9,21,1,0,1,25,12,0,0,5,0,17,0,3,23,0,0.212,0.253,0.345,"t",2012
"Shibata, Kohei",73,157,128,13,30,3,1,0,35,2,4,3,11,1,16,0,1,23,1,0.234,0.273,0.322,"t",2012
"Shimizu, Takashi",2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Shiranita, Hirokazu",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Standridge, Jason",25,42,40,0,2,0,0,0,2,0,0,0,2,0,0,0,0,29,0,0.05,0.05,0.05,"t",2012
"Tagami, Kenichi",31,16,13,8,4,0,0,0,4,1,2,1,2,0,1,0,0,5,0,0.308,0.308,0.357,"t",2012
"Toritani, Takashi",144,624,515,62,135,22,6,8,193,59,15,4,5,8,94,2,2,91,12,0.262,0.375,0.373,"t",2012
"Tsuru, Naoto",43,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"t",2012
"Tsutsui, Kazuya",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Uemoto, Hiroki",62,224,197,22,50,13,1,1,68,7,13,4,2,1,19,0,5,46,3,0.254,0.345,0.333,"t",2012
"Watanabe, Ryo",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Zarate, Robert",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2012
"Akiyama, Takumi",8,14,13,1,2,0,0,0,2,1,0,0,1,0,0,0,0,5,0,0.154,0.154,0.154,"t",2013
"Ando, Yuya",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Arai, Ryota",119,401,357,44,85,14,1,14,143,51,2,2,1,2,37,0,4,89,10,0.238,0.401,0.315,"t",2013
"Arai, Takahiro",140,548,476,60,127,20,0,15,192,70,2,3,0,7,60,3,5,110,17,0.267,0.403,0.35,"t",2013
"Araki, Fumiya",20,6,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,"t",2013
"Asai, Ryo",46,55,50,5,11,1,0,1,15,5,0,0,2,0,2,0,1,7,3,0.22,0.3,0.264,"t",2013
"Boyer, Blaine",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Conrad, Brooks",24,69,57,1,10,6,0,0,16,0,0,0,0,0,11,2,1,23,1,0.175,0.281,0.319,"t",2013
"Enokida, Daiki",16,30,26,0,2,0,0,0,2,0,0,0,4,0,0,0,0,14,0,0.077,0.077,0.077,"t",2013
"Fujihara, Masanori",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Fujii, Akihito",112,343,298,21,77,7,0,1,87,24,1,0,15,3,27,2,0,43,7,0.258,0.292,0.317,"t",2013
"Fujikawa, Shunsuke",119,216,192,30,56,7,2,0,67,9,8,5,16,0,8,0,0,19,2,0.292,0.349,0.32,"t",2013
"Fujinami, Shintaro",24,43,37,0,1,1,0,0,2,1,0,0,5,0,1,0,0,19,0,0.027,0.054,0.053,"t",2013
"Fukudome, Kosuke",63,241,212,18,42,11,0,6,71,31,0,1,0,0,28,3,1,43,1,0.198,0.335,0.295,"t",2013
"Fukuhara, Shinobu",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Hidaka, Takeshi",44,100,97,9,28,3,0,2,37,7,1,0,0,0,2,0,1,16,0,0.289,0.381,0.31,"t",2013
"Hiyama, Shinjiro",57,59,51,0,10,4,0,0,14,13,0,0,0,0,6,1,2,12,2,0.196,0.275,0.305,"t",2013
"Imanari, Ryota",88,215,185,11,49,10,2,1,66,17,2,2,1,4,25,0,0,37,7,0.265,0.357,0.346,"t",2013
"Ito, Hayata",30,71,62,8,9,1,0,1,13,4,0,2,2,0,6,0,1,19,0,0.145,0.21,0.232,"t",2013
"Iwamoto, Akira",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"t",2013
"Iwata, Minoru",9,15,13,0,1,1,0,0,2,0,0,0,1,0,1,0,0,6,0,0.077,0.154,0.143,"t",2013
"Kano, Keisuke",6,11,10,1,2,0,0,0,2,0,0,0,1,0,0,0,0,2,2,0.2,0.2,0.2,"t",2013
"Kato, Kosuke",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Kawasaki, Yusuke",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Kiyohara, Daiki",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Kojima, Tatsuya",3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"t",2013
"Komiyama, Shinji",14,12,12,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0.167,0.167,0.167,"t",2013
"Kubo, Yasutomo",44,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5,"t",2013
"Kubota, Tomoyuki",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Kurose, Haruki",13,15,13,1,3,2,0,0,5,0,0,0,0,0,1,0,1,1,1,0.231,0.385,0.333,"t",2013
"Lin, Wei-Chu",1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"t",2013
"Maeda, Yamato",104,454,384,51,105,12,3,0,123,21,19,9,35,0,27,0,8,40,2,0.273,0.32,0.334,"t",2013
"Matsuda, Ryoma",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Messenger, Randy",30,66,56,3,6,1,0,0,7,3,0,0,7,0,3,0,0,30,1,0.107,0.125,0.153,"t",2013
"Morita, Issei",13,19,19,0,4,1,0,0,5,2,0,0,0,0,0,0,0,8,1,0.211,0.263,0.211,"t",2013
"Murton, Matt",143,613,566,55,178,37,1,19,274,85,6,1,0,4,42,1,1,81,25,0.314,0.484,0.361,"t",2013
"Nishida, Naoto",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"t",2013
"Nishimura, Ken",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Nishioka, Tsuyoshi",122,549,497,57,144,28,3,4,190,44,11,3,0,6,45,2,1,65,6,0.29,0.382,0.346,"t",2013
"Nohara, Masashi",8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"t",2013
"Nomi, Atsushi",25,60,55,3,8,2,0,1,13,4,0,0,2,0,3,0,0,18,0,0.145,0.236,0.19,"t",2013
"Ogata, Ryosuke",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Saiuchi, Hiroaki",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Saka, Katsuhiko",111,233,205,29,47,5,1,2,60,20,0,0,5,3,20,0,0,43,1,0.229,0.293,0.294,"t",2013
"Sekimoto, Kentaro",56,55,43,4,12,3,0,0,15,5,1,0,2,0,8,1,2,10,1,0.279,0.349,0.415,"t",2013
"Shibata, Kohei",36,80,70,8,16,1,0,1,20,5,4,1,5,0,5,0,0,14,0,0.229,0.286,0.28,"t",2013
"Shimizu, Takashi",39,94,90,8,21,3,1,0,26,3,0,0,1,0,1,0,2,29,2,0.233,0.289,0.258,"t",2013
"Shiranita, Hirokazu",2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"t",2013
"Standridge, Jason",26,51,46,3,6,1,0,0,7,2,0,0,3,0,2,0,0,26,0,0.13,0.152,0.167,"t",2013
"Tagami, Kenichi",24,8,7,6,2,0,0,0,2,0,5,1,0,0,1,0,0,1,0,0.286,0.286,0.375,"t",2013
"Takamiya, Kazuya",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Takayama, Hisashi",9,21,16,2,4,1,0,2,11,3,0,0,0,0,4,1,1,6,0,0.25,0.688,0.429,"t",2013
"Tamaki, Yutaka",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Toritani, Takashi",144,643,532,74,150,30,4,10,218,65,15,7,1,2,104,1,4,65,12,0.282,0.41,0.402,"t",2013
"Tsuru, Naoto",20,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,"t",2013
"Tsutsui, Kazuya",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Uemoto, Hiroki",25,70,59,13,15,3,0,2,24,8,2,1,2,0,8,0,1,19,1,0.254,0.407,0.353,"t",2013
"Watanabe, Ryo",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Zarate, Robert",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2013
"Akiyama, Takumi",3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"t",2014
"Ando, Yuya",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2014
"Arai, Ryota",78,196,173,19,51,9,0,7,81,34,0,0,1,2,17,1,3,48,0,0.295,0.468,0.364,"t",2014
"Arai, Takahiro",94,194,176,13,43,6,0,3,58,31,0,0,0,1,15,2,2,33,6,0.244,0.33,0.309,"t",2014
"Araki, Fumiya",15,9,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0.125,0.125,0.125,"t",2014
"Enokida, Daiki",24,8,6,0,1,0,0,0,1,0,0,0,2,0,0,0,0,3,1,0.167,0.167,0.167,"t",2014
"Fujii, Akihito",34,73,65,5,14,3,0,0,17,5,0,0,0,1,7,1,0,10,3,0.215,0.262,0.288,"t",2014
"Fujikawa, Shunsuke",87,119,102,13,21,4,0,1,28,6,2,1,6,0,10,1,1,12,3,0.206,0.275,0.283,"t",2014
"Fujinami, Shintaro",25,58,52,3,9,2,0,1,14,6,0,0,6,0,0,0,0,30,1,0.173,0.269,0.173,"t",2014
"Fukudome, Kosuke",104,367,312,20,79,8,0,9,114,34,1,1,3,4,47,0,1,48,11,0.253,0.365,0.349,"t",2014
"Fukuhara, Shinobu",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2014
"Futagami, Kazuhito",11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"t",2014
"Gomez, Mauro",143,616,537,81,152,30,2,26,264,109,1,0,0,4,67,0,8,166,17,0.283,0.492,0.369,"t",2014
"Hidaka, Takeshi",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2014
"Imanari, Ryota",115,362,332,34,86,15,0,4,113,24,2,3,9,0,18,1,3,48,9,0.259,0.34,0.303,"t",2014
"Ito, Hayata",52,131,119,13,35,6,1,2,49,12,1,0,1,3,7,0,1,26,1,0.294,0.412,0.331,"t",2014
"Ito, Kazuo",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2014
"Iwamoto, Akira",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2014
"Iwasada, Yuta",6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,"t",2014
"Iwata, Minoru",22,43,37,1,4,0,0,0,4,1,0,0,5,0,1,0,0,18,1,0.108,0.108,0.132,"t",2014
"Iwazaki, Suguru",17,27,25,1,4,1,0,0,5,0,0,0,2,0,0,0,0,15,0,0.16,0.2,0.16,"t",2014
"Kaneda, Kazuyuki",40,6,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0.2,0.2,0.2,"t",2014
"Kano, Keisuke",12,26,24,2,7,1,0,1,11,5,0,0,1,1,0,0,0,2,0,0.292,0.458,0.28,"t",2014
"Kato, Kosuke",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2014
"Kojima, Tatsuya",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2014
"Maeda, Yamato",121,481,398,54,105,17,1,1,127,24,11,7,50,1,28,1,4,52,7,0.264,0.319,0.318,"t",2014
"Matsuda, Ryoma",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"t",2014
"Messenger, Randy",31,70,67,3,7,2,0,0,9,7,0,0,1,0,2,0,0,37,1,0.104,0.134,0.13,"t",2014
"Murton, Matt",142,591,532,58,180,32,0,14,254,84,2,5,0,6,46,4,7,64,19,0.338,0.477,0.394,"t",2014
"Nishioka, Tsuyoshi",24,46,38,6,9,3,1,0,14,4,0,1,1,0,7,0,0,6,0,0.237,0.368,0.356,"t",2014
"Nomi, Atsushi",26,62,53,3,7,1,0,0,8,2,0,0,5,0,4,0,0,22,1,0.132,0.151,0.193,"t",2014
"Ogata, Ryosuke",28,69,57,7,14,2,0,2,22,5,2,1,2,0,8,1,2,14,0,0.246,0.386,0.358,"t",2014
"Oh, Seung-Hwan",65,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,"t",2014
"Saiuchi, Hiroaki",13,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"t",2014
"Saka, Katsuhiko",88,78,63,16,13,3,0,0,16,6,0,0,3,2,10,0,0,21,0,0.206,0.254,0.307,"t",2014
